Applicant_ID,default_status
Apcnt_1001256,1
Apcnt_1001260,1
Apcnt_1001264,1
Apcnt_1001288,1
Apcnt_1001292,1
Apcnt_1001296,1
Apcnt_1001304,1
Apcnt_1001308,1
Apcnt_1001316,1
Apcnt_1001320,1
Apcnt_1001352,1
Apcnt_1001360,1
Apcnt_1001376,1
Apcnt_1001384,1
Apcnt_1001388,1
Apcnt_1001400,1
Apcnt_1001416,1
Apcnt_1001436,1
Apcnt_1001452,1
Apcnt_1001456,1
Apcnt_1001468,1
Apcnt_1001480,1
Apcnt_1001488,1
Apcnt_1001508,1
Apcnt_1001512,1
Apcnt_1001516,1
Apcnt_1001528,1
Apcnt_1001532,1
Apcnt_1001548,1
Apcnt_1001552,1
Apcnt_1001572,1
Apcnt_1001580,1
Apcnt_1001584,1
Apcnt_1001624,1
Apcnt_1001632,1
Apcnt_1001668,1
Apcnt_1001692,1
Apcnt_1001700,1
Apcnt_1001708,1
Apcnt_1001716,1
Apcnt_1001732,1
Apcnt_1001752,1
Apcnt_1001760,1
Apcnt_1001764,1
Apcnt_1001776,1
Apcnt_1001780,1
Apcnt_1001788,1
Apcnt_1001792,1
Apcnt_1001800,1
Apcnt_1001820,1
Apcnt_1001828,1
Apcnt_1001836,1
Apcnt_1001844,1
Apcnt_1001848,1
Apcnt_1001860,1
Apcnt_1001880,1
Apcnt_1001888,1
Apcnt_1001900,1
Apcnt_1001908,1
Apcnt_1001936,1
Apcnt_1001940,1
Apcnt_1001960,1
Apcnt_1001988,1
Apcnt_1002000,1
Apcnt_1002020,1
Apcnt_1002024,1
Apcnt_1002028,1
Apcnt_1002032,1
Apcnt_1002044,1
Apcnt_1002052,1
Apcnt_1002056,1
Apcnt_1002080,1
Apcnt_1002084,1
Apcnt_1002096,1
Apcnt_1002112,1
Apcnt_1002124,1
Apcnt_1002140,1
Apcnt_1002152,1
Apcnt_1002156,1
Apcnt_1002168,1
Apcnt_1002176,1
Apcnt_1002200,1
Apcnt_1002228,1
Apcnt_1002252,1
Apcnt_1002268,1
Apcnt_1002272,1
Apcnt_1002276,1
Apcnt_1002288,1
Apcnt_1002304,1
Apcnt_1002312,1
Apcnt_1002320,1
Apcnt_1002324,1
Apcnt_1002336,1
Apcnt_1002368,1
Apcnt_1002384,1
Apcnt_1002388,1
Apcnt_1002400,1
Apcnt_1002404,1
Apcnt_1002412,1
Apcnt_1002420,1
Apcnt_1002424,1
Apcnt_1002432,1
Apcnt_1002444,1
Apcnt_1002456,1
Apcnt_1002468,1
Apcnt_1002472,1
Apcnt_1002484,1
Apcnt_1002536,1
Apcnt_1002568,1
Apcnt_1002576,1
Apcnt_1002580,1
Apcnt_1002604,1
Apcnt_1002612,1
Apcnt_1002616,1
Apcnt_1002624,1
Apcnt_1002632,1
Apcnt_1002636,1
Apcnt_1002644,1
Apcnt_1002656,1
Apcnt_1002672,1
Apcnt_1002680,1
Apcnt_1002700,1
Apcnt_1002736,1
Apcnt_1002756,1
Apcnt_1002760,1
Apcnt_1002768,1
Apcnt_1002780,1
Apcnt_1002784,1
Apcnt_1002788,1
Apcnt_1002796,1
Apcnt_1002800,1
Apcnt_1002808,1
Apcnt_1002812,1
Apcnt_1002832,1
Apcnt_1002848,1
Apcnt_1002852,1
Apcnt_1002860,1
Apcnt_1002868,1
Apcnt_1002872,1
Apcnt_1002888,1
Apcnt_1002892,1
Apcnt_1002896,1
Apcnt_1002912,1
Apcnt_1002932,1
Apcnt_1002936,1
Apcnt_1002980,1
Apcnt_1002992,1
Apcnt_1003000,1
Apcnt_1003028,1
Apcnt_1003036,1
Apcnt_1003040,1
Apcnt_1003048,1
Apcnt_1003076,1
Apcnt_1003080,1
Apcnt_1003100,1
Apcnt_1003148,1
Apcnt_1003152,1
Apcnt_1003180,1
Apcnt_1003200,1
Apcnt_1003208,1
Apcnt_1003216,1
Apcnt_1003224,1
Apcnt_1003228,1
Apcnt_1003232,1
Apcnt_1003236,1
Apcnt_1003276,1
Apcnt_1003280,1
Apcnt_1003308,1
Apcnt_1003312,1
Apcnt_1003324,1
Apcnt_1003340,1
Apcnt_1003356,1
Apcnt_1003384,1
Apcnt_1003400,1
Apcnt_1003412,1
Apcnt_1003424,1
Apcnt_1003428,1
Apcnt_1003452,1
Apcnt_1003456,1
Apcnt_1003460,1
Apcnt_1003484,1
Apcnt_1003504,1
Apcnt_1003516,1
Apcnt_1003520,1
Apcnt_1003524,1
Apcnt_1003532,1
Apcnt_1003560,1
Apcnt_1003584,1
Apcnt_1003588,1
Apcnt_1003600,1
Apcnt_1003612,1
Apcnt_1003620,1
Apcnt_1003636,1
Apcnt_1003656,1
Apcnt_1003676,1
Apcnt_1003696,1
Apcnt_1003720,1
Apcnt_1003728,1
Apcnt_1003732,1
Apcnt_1003736,1
Apcnt_1003740,1
Apcnt_1003744,1
Apcnt_1003752,1
Apcnt_1003772,1
Apcnt_1003780,1
Apcnt_1003808,1
Apcnt_1003812,1
Apcnt_1003828,1
Apcnt_1003840,1
Apcnt_1003860,1
Apcnt_1003864,1
Apcnt_1003880,1
Apcnt_1003888,1
Apcnt_1003892,1
Apcnt_1003896,1
Apcnt_1003904,1
Apcnt_1003924,1
Apcnt_1003928,1
Apcnt_1003964,1
Apcnt_1003972,1
Apcnt_1003984,1
Apcnt_1004016,1
Apcnt_1004028,1
Apcnt_1004044,1
Apcnt_1004048,1
Apcnt_1004068,1
Apcnt_1004096,1
Apcnt_1004100,1
Apcnt_1004128,1
Apcnt_1004144,1
Apcnt_1004152,1
Apcnt_1004172,1
Apcnt_1004208,1
Apcnt_1004216,1
Apcnt_1004220,1
Apcnt_1004228,1
Apcnt_1004240,1
Apcnt_1004248,1
Apcnt_1004264,1
Apcnt_1004272,1
Apcnt_1004288,1
Apcnt_1004292,1
Apcnt_1004300,1
Apcnt_1004304,1
Apcnt_1004312,1
Apcnt_1004316,1
Apcnt_1004332,1
Apcnt_1004344,1
Apcnt_1004348,1
Apcnt_1004352,1
Apcnt_1004384,1
Apcnt_1004392,1
Apcnt_1004404,1
Apcnt_1004408,1
Apcnt_1004428,1
Apcnt_1004432,1
Apcnt_1004452,1
Apcnt_1004456,1
Apcnt_1004464,1
Apcnt_1004476,1
Apcnt_1004484,1
Apcnt_1004488,1
Apcnt_1004500,1
Apcnt_1004512,1
Apcnt_1004528,1
Apcnt_1004536,1
Apcnt_1004544,1
Apcnt_1004564,1
Apcnt_1004572,1
Apcnt_1004588,1
Apcnt_1004624,1
Apcnt_1004632,1
Apcnt_1004636,1
Apcnt_1004648,1
Apcnt_1004680,1
Apcnt_1004684,1
Apcnt_1004704,1
Apcnt_1004708,1
Apcnt_1004712,1
Apcnt_1004716,1
Apcnt_1004752,1
Apcnt_1004760,1
Apcnt_1004772,1
Apcnt_1004788,1
Apcnt_1004792,1
Apcnt_1004808,1
Apcnt_1004812,1
Apcnt_1004824,1
Apcnt_1004828,1
Apcnt_1004836,1
Apcnt_1004864,1
Apcnt_1004884,1
Apcnt_1004888,1
Apcnt_1004900,1
Apcnt_1004912,1
Apcnt_1004932,1
Apcnt_1004944,1
Apcnt_1004968,1
Apcnt_1004972,1
Apcnt_1004976,1
Apcnt_1004996,1
Apcnt_1005000,1
Apcnt_1005016,1
Apcnt_1005040,1
Apcnt_1005052,1
Apcnt_1005056,1
Apcnt_1005064,1
Apcnt_1005080,1
Apcnt_1005088,1
Apcnt_1005096,1
Apcnt_1005100,1
Apcnt_1005116,1
Apcnt_1005144,1
Apcnt_1005148,1
Apcnt_1005168,1
Apcnt_1005196,1
Apcnt_1005200,1
Apcnt_1005204,1
Apcnt_1005208,1
Apcnt_1005212,1
Apcnt_1005216,1
Apcnt_1005220,1
Apcnt_1005256,1
Apcnt_1005284,1
Apcnt_1005316,1
Apcnt_1005340,1
Apcnt_1005440,1
Apcnt_1005456,1
Apcnt_1005460,1
Apcnt_1005464,1
Apcnt_1005472,1
Apcnt_1005480,1
Apcnt_1005500,1
Apcnt_1005524,1
Apcnt_1005544,1
Apcnt_1005552,1
Apcnt_1005560,1
Apcnt_1005572,1
Apcnt_1005576,1
Apcnt_1005580,1
Apcnt_1005600,1
Apcnt_1005612,1
Apcnt_1005616,1
Apcnt_1005620,1
Apcnt_1005624,1
Apcnt_1005636,1
Apcnt_1005644,1
Apcnt_1005656,1
Apcnt_1005684,1
Apcnt_1005692,1
Apcnt_1005700,1
Apcnt_1005704,1
Apcnt_1005712,1
Apcnt_1005716,1
Apcnt_1005740,1
Apcnt_1005752,1
Apcnt_1005768,1
Apcnt_1005776,1
Apcnt_1005796,1
Apcnt_1005804,1
Apcnt_1005812,1
Apcnt_1005840,1
Apcnt_1005872,1
Apcnt_1005896,1
Apcnt_1005908,1
Apcnt_1005944,1
Apcnt_1005952,1
Apcnt_1005972,1
Apcnt_1005980,1
Apcnt_1006028,1
Apcnt_1006032,1
Apcnt_1006044,1
Apcnt_1006056,1
Apcnt_1006064,1
Apcnt_1006084,1
Apcnt_1006088,1
Apcnt_1006108,1
Apcnt_1006124,1
Apcnt_1006132,1
Apcnt_1006136,1
Apcnt_1006144,1
Apcnt_1006160,1
Apcnt_1006168,1
Apcnt_1006228,1
Apcnt_1006236,1
Apcnt_1006276,1
Apcnt_1006280,1
Apcnt_1006300,1
Apcnt_1006304,1
Apcnt_1006320,1
Apcnt_1006324,1
Apcnt_1006328,1
Apcnt_1006368,1
Apcnt_1006376,1
Apcnt_1006384,1
Apcnt_1006396,1
Apcnt_1006404,1
Apcnt_1006444,1
Apcnt_1006448,1
Apcnt_1006452,1
Apcnt_1006456,1
Apcnt_1006460,1
Apcnt_1006476,1
Apcnt_1006488,1
Apcnt_1006492,1
Apcnt_1006496,1
Apcnt_1006504,1
Apcnt_1006520,1
Apcnt_1006524,1
Apcnt_1006528,1
Apcnt_1006560,1
Apcnt_1006564,1
Apcnt_1006568,1
Apcnt_1006572,1
Apcnt_1006576,1
Apcnt_1006592,1
Apcnt_1006604,1
Apcnt_1006620,1
Apcnt_1006632,1
Apcnt_1006652,1
Apcnt_1006692,1
Apcnt_1006716,1
Apcnt_1006720,1
Apcnt_1006732,1
Apcnt_1006744,1
Apcnt_1006752,1
Apcnt_1006764,1
Apcnt_1006792,1
Apcnt_1006796,1
Apcnt_1006804,1
Apcnt_1006824,1
Apcnt_1006840,1
Apcnt_1006844,1
Apcnt_1006848,1
Apcnt_1006852,1
Apcnt_1006868,1
Apcnt_1006880,1
Apcnt_1006896,1
Apcnt_1006912,1
Apcnt_1006916,1
Apcnt_1006932,1
Apcnt_1006936,1
Apcnt_1006944,1
Apcnt_1006952,1
Apcnt_1006968,1
Apcnt_1006980,1
Apcnt_1006984,1
Apcnt_1007044,1
Apcnt_1007052,1
Apcnt_1007060,1
Apcnt_1007080,1
Apcnt_1007092,1
Apcnt_1007100,1
Apcnt_1007104,1
Apcnt_1007108,1
Apcnt_1007124,1
Apcnt_1007140,1
Apcnt_1007184,1
Apcnt_1007192,1
Apcnt_1007204,1
Apcnt_1007212,1
Apcnt_1007232,1
Apcnt_1007260,1
Apcnt_1007284,1
Apcnt_1007288,1
Apcnt_1007300,1
Apcnt_1007304,1
Apcnt_1007336,1
Apcnt_1007348,1
Apcnt_1007352,1
Apcnt_1007356,1
Apcnt_1007360,1
Apcnt_1007364,1
Apcnt_1007408,1
Apcnt_1007412,1
Apcnt_1007416,1
Apcnt_1007424,1
Apcnt_1007468,1
Apcnt_1007476,1
Apcnt_1007480,1
Apcnt_1007488,1
Apcnt_1007496,1
Apcnt_1007500,1
Apcnt_1007504,1
Apcnt_1007512,1
Apcnt_1007516,1
Apcnt_1007528,1
Apcnt_1007544,1
Apcnt_1007552,1
Apcnt_1007568,1
Apcnt_1007572,1
Apcnt_1007576,1
Apcnt_1007608,1
Apcnt_1007616,1
Apcnt_1007636,1
Apcnt_1007644,1
Apcnt_1007672,1
Apcnt_1007704,1
Apcnt_1007708,1
Apcnt_1007720,1
Apcnt_1007728,1
Apcnt_1007756,1
Apcnt_1007760,1
Apcnt_1007764,1
Apcnt_1007772,1
Apcnt_1007796,1
Apcnt_1007808,1
Apcnt_1007820,1
Apcnt_1007832,1
Apcnt_1007844,1
Apcnt_1007868,1
Apcnt_1007884,1
Apcnt_1007908,1
Apcnt_1007916,1
Apcnt_1007920,1
Apcnt_1007928,1
Apcnt_1007952,1
Apcnt_1007996,1
Apcnt_1008000,1
Apcnt_1008004,1
Apcnt_1008008,1
Apcnt_1008024,1
Apcnt_1008052,1
Apcnt_1008056,1
Apcnt_1008072,1
Apcnt_1008096,1
Apcnt_1008104,1
Apcnt_1008108,1
Apcnt_1008120,1
Apcnt_1008128,1
Apcnt_1008136,1
Apcnt_1008144,1
Apcnt_1008160,1
Apcnt_1008208,1
Apcnt_1008212,1
Apcnt_1008260,1
Apcnt_1008264,1
Apcnt_1008268,1
Apcnt_1008276,1
Apcnt_1008284,1
Apcnt_1008288,1
Apcnt_1008292,1
Apcnt_1008332,1
Apcnt_1008352,1
Apcnt_1008356,1
Apcnt_1008396,1
Apcnt_1008412,1
Apcnt_1008444,1
Apcnt_1008460,1
Apcnt_1008468,1
Apcnt_1008472,1
Apcnt_1008476,1
Apcnt_1008508,1
Apcnt_1008556,1
Apcnt_1008560,1
Apcnt_1008564,1
Apcnt_1008576,1
Apcnt_1008616,1
Apcnt_1008624,1
Apcnt_1008628,1
Apcnt_1008648,1
Apcnt_1008680,1
Apcnt_1008684,1
Apcnt_1008696,1
Apcnt_1008700,1
Apcnt_1008708,1
Apcnt_1008716,1
Apcnt_1008740,1
Apcnt_1008744,1
Apcnt_1008768,1
Apcnt_1008776,1
Apcnt_1008812,1
Apcnt_1008824,1
Apcnt_1008828,1
Apcnt_1008832,1
Apcnt_1008836,1
Apcnt_1008852,1
Apcnt_1008872,1
Apcnt_1008884,1
Apcnt_1008896,1
Apcnt_1008904,1
Apcnt_1008916,1
Apcnt_1008920,1
Apcnt_1008924,1
Apcnt_1008928,1
Apcnt_1008944,1
Apcnt_1008960,1
Apcnt_1008976,1
Apcnt_1008988,1
Apcnt_1009008,1
Apcnt_1009020,1
Apcnt_1009024,1
Apcnt_1009028,1
Apcnt_1009036,1
Apcnt_1009048,1
Apcnt_1009080,1
Apcnt_1009084,1
Apcnt_1009136,1
Apcnt_1009148,1
Apcnt_1009152,1
Apcnt_1009168,1
Apcnt_1009192,1
Apcnt_1009204,1
Apcnt_1009208,1
Apcnt_1009220,1
Apcnt_1009224,1
Apcnt_1009228,1
Apcnt_1009232,1
Apcnt_1009240,1
Apcnt_1009244,1
Apcnt_1009344,1
Apcnt_1009352,1
Apcnt_1009360,1
Apcnt_1009364,1
Apcnt_1009372,1
Apcnt_1009384,1
Apcnt_1009396,1
Apcnt_1009424,1
Apcnt_1009440,1
Apcnt_1009448,1
Apcnt_1009480,1
Apcnt_1009504,1
Apcnt_1009528,1
Apcnt_1009560,1
Apcnt_1009564,1
Apcnt_1009572,1
Apcnt_1009584,1
Apcnt_1009592,1
Apcnt_1009596,1
Apcnt_1009616,1
Apcnt_1009620,1
Apcnt_1009624,1
Apcnt_1009632,1
Apcnt_1009636,1
Apcnt_1009644,1
Apcnt_1009656,1
Apcnt_1009664,1
Apcnt_1009676,1
Apcnt_1009684,1
Apcnt_1009696,1
Apcnt_1009712,1
Apcnt_1009716,1
Apcnt_1009732,1
Apcnt_1009740,1
Apcnt_1009772,1
Apcnt_1009796,1
Apcnt_1009844,1
Apcnt_1009860,1
Apcnt_1009876,1
Apcnt_1009892,1
Apcnt_1009908,1
Apcnt_1009968,1
Apcnt_1009972,1
Apcnt_1009984,1
Apcnt_1010016,1
Apcnt_1010020,1
Apcnt_1010028,1
Apcnt_1010032,1
Apcnt_1010064,1
Apcnt_1010092,1
Apcnt_1010096,1
Apcnt_1010100,1
Apcnt_1010104,1
Apcnt_1010108,1
Apcnt_1010112,1
Apcnt_1010120,1
Apcnt_1010140,1
Apcnt_1010160,1
Apcnt_1010164,1
Apcnt_1010176,1
Apcnt_1010180,1
Apcnt_1010188,1
Apcnt_1010204,1
Apcnt_1010208,1
Apcnt_1010236,1
Apcnt_1010244,1
Apcnt_1010252,1
Apcnt_1010256,1
Apcnt_1010272,1
Apcnt_1010292,1
Apcnt_1010300,1
Apcnt_1010308,1
Apcnt_1010324,1
Apcnt_1010372,1
Apcnt_1010388,1
Apcnt_1010404,1
Apcnt_1010420,1
Apcnt_1010436,1
Apcnt_1010452,1
Apcnt_1010460,1
Apcnt_1010476,1
Apcnt_1010484,1
Apcnt_1010492,1
Apcnt_1010512,1
Apcnt_1010524,1
Apcnt_1010536,1
Apcnt_1010564,1
Apcnt_1010568,1
Apcnt_1010572,1
Apcnt_1010580,1
Apcnt_1010644,1
Apcnt_1010676,1
Apcnt_1010680,1
Apcnt_1010688,1
Apcnt_1010716,1
Apcnt_1010720,1
Apcnt_1010736,1
Apcnt_1010740,1
Apcnt_1010744,1
Apcnt_1010756,1
Apcnt_1010780,1
Apcnt_1010800,1
Apcnt_1010828,1
Apcnt_1010856,1
Apcnt_1010868,1
Apcnt_1010872,1
Apcnt_1010880,1
Apcnt_1010900,1
Apcnt_1010948,1
Apcnt_1010960,1
Apcnt_1010968,1
Apcnt_1010976,1
Apcnt_1011004,1
Apcnt_1011012,1
Apcnt_1011044,1
Apcnt_1011052,1
Apcnt_1011124,1
Apcnt_1011128,1
Apcnt_1011132,1
Apcnt_1011140,1
Apcnt_1011160,1
Apcnt_1011176,1
Apcnt_1011184,1
Apcnt_1011196,1
Apcnt_1011224,1
Apcnt_1011228,1
Apcnt_1011236,1
Apcnt_1011244,1
Apcnt_1011248,1
Apcnt_1011256,1
Apcnt_1011272,1
Apcnt_1011288,1
Apcnt_1011324,1
Apcnt_1011332,1
Apcnt_1011340,1
Apcnt_1011360,1
Apcnt_1011364,1
Apcnt_1011368,1
Apcnt_1011372,1
Apcnt_1011400,1
Apcnt_1011404,1
Apcnt_1011420,1
Apcnt_1011424,1
Apcnt_1011436,1
Apcnt_1011456,1
Apcnt_1011460,1
Apcnt_1011464,1
Apcnt_1011468,1
Apcnt_1011508,1
Apcnt_1011520,1
Apcnt_1011528,1
Apcnt_1011540,1
Apcnt_1011560,1
Apcnt_1011568,1
Apcnt_1011600,1
Apcnt_1011656,1
Apcnt_1011684,1
Apcnt_1011692,1
Apcnt_1011700,1
Apcnt_1011708,1
Apcnt_1011712,1
Apcnt_1011752,1
Apcnt_1011764,1
Apcnt_1011768,1
Apcnt_1011780,1
Apcnt_1011784,1
Apcnt_1011788,1
Apcnt_1011792,1
Apcnt_1011804,1
Apcnt_1011824,1
Apcnt_1011832,1
Apcnt_1011840,1
Apcnt_1011856,1
Apcnt_1011864,1
Apcnt_1011868,1
Apcnt_1011892,1
Apcnt_1011904,1
Apcnt_1011956,1
Apcnt_1011964,1
Apcnt_1011972,1
Apcnt_1011984,1
Apcnt_1011988,1
Apcnt_1011996,1
Apcnt_1012024,1
Apcnt_1012036,1
Apcnt_1012040,1
Apcnt_1012052,1
Apcnt_1012072,1
Apcnt_1012080,1
Apcnt_1012104,1
Apcnt_1012112,1
Apcnt_1012124,1
Apcnt_1012128,1
Apcnt_1012132,1
Apcnt_1012152,1
Apcnt_1012160,1
Apcnt_1012172,1
Apcnt_1012196,1
Apcnt_1012208,1
Apcnt_1012220,1
Apcnt_1012244,1
Apcnt_1012264,1
Apcnt_1012276,1
Apcnt_1012304,1
Apcnt_1012312,1
Apcnt_1012320,1
Apcnt_1012352,1
Apcnt_1012360,1
Apcnt_1012404,1
Apcnt_1012416,1
Apcnt_1012420,1
Apcnt_1012448,1
Apcnt_1012468,1
Apcnt_1012488,1
Apcnt_1012532,1
Apcnt_1012552,1
Apcnt_1012568,1
Apcnt_1012576,1
Apcnt_1012580,1
Apcnt_1012584,1
Apcnt_1012608,1
Apcnt_1012612,1
Apcnt_1012616,1
Apcnt_1012628,1
Apcnt_1012632,1
Apcnt_1012636,1
Apcnt_1012652,1
Apcnt_1012676,1
Apcnt_1012684,1
Apcnt_1012692,1
Apcnt_1012704,1
Apcnt_1012732,1
Apcnt_1012740,1
Apcnt_1012752,1
Apcnt_1012760,1
Apcnt_1012768,1
Apcnt_1012792,1
Apcnt_1012824,1
Apcnt_1012828,1
Apcnt_1012832,1
Apcnt_1012848,1
Apcnt_1012872,1
Apcnt_1012900,1
Apcnt_1012908,1
Apcnt_1012920,1
Apcnt_1012928,1
Apcnt_1012944,1
Apcnt_1012948,1
Apcnt_1012956,1
Apcnt_1012964,1
Apcnt_1012968,1
Apcnt_1012972,1
Apcnt_1012980,1
Apcnt_1013004,1
Apcnt_1013008,1
Apcnt_1013016,1
Apcnt_1013040,1
Apcnt_1013084,1
Apcnt_1013140,1
Apcnt_1013156,1
Apcnt_1013176,1
Apcnt_1013184,1
Apcnt_1013204,1
Apcnt_1013216,1
Apcnt_1013220,1
Apcnt_1013240,1
Apcnt_1013256,1
Apcnt_1013268,1
Apcnt_1013272,1
Apcnt_1013280,1
Apcnt_1013300,1
Apcnt_1013308,1
Apcnt_1013316,1
Apcnt_1013324,1
Apcnt_1013328,1
Apcnt_1013340,1
Apcnt_1013356,1
Apcnt_1013364,1
Apcnt_1013368,1
Apcnt_1013380,1
Apcnt_1013384,1
Apcnt_1013388,1
Apcnt_1013392,1
Apcnt_1013408,1
Apcnt_1013416,1
Apcnt_1013428,1
Apcnt_1013444,1
Apcnt_1013448,1
Apcnt_1013464,1
Apcnt_1013468,1
Apcnt_1013480,1
Apcnt_1013484,1
Apcnt_1013496,1
Apcnt_1013500,1
Apcnt_1013512,1
Apcnt_1013520,1
Apcnt_1013532,1
Apcnt_1013536,1
Apcnt_1013540,1
Apcnt_1013548,1
Apcnt_1013592,1
Apcnt_1013604,1
Apcnt_1013608,1
Apcnt_1013616,1
Apcnt_1013624,1
Apcnt_1013640,1
Apcnt_1013652,1
Apcnt_1013684,1
Apcnt_1013704,1
Apcnt_1013728,1
Apcnt_1013780,1
Apcnt_1013788,1
Apcnt_1013792,1
Apcnt_1013800,1
Apcnt_1013840,1
Apcnt_1013852,1
Apcnt_1013856,1
Apcnt_1013860,1
Apcnt_1013868,1
Apcnt_1013872,1
Apcnt_1013904,1
Apcnt_1013908,1
Apcnt_1013920,1
Apcnt_1013944,1
Apcnt_1013960,1
Apcnt_1014000,1
Apcnt_1014004,1
Apcnt_1014076,1
Apcnt_1014092,1
Apcnt_1014104,1
Apcnt_1014108,1
Apcnt_1014112,1
Apcnt_1014120,1
Apcnt_1014140,1
Apcnt_1014164,1
Apcnt_1014176,1
Apcnt_1014184,1
Apcnt_1014188,1
Apcnt_1014196,1
Apcnt_1014200,1
Apcnt_1014208,1
Apcnt_1014212,1
Apcnt_1014216,1
Apcnt_1014244,1
Apcnt_1014248,1
Apcnt_1014256,1
Apcnt_1014276,1
Apcnt_1014292,1
Apcnt_1014332,1
Apcnt_1014372,1
Apcnt_1014400,1
Apcnt_1014444,1
Apcnt_1014456,1
Apcnt_1014468,1
Apcnt_1014480,1
Apcnt_1014488,1
Apcnt_1014492,1
Apcnt_1014496,1
Apcnt_1014520,1
Apcnt_1014524,1
Apcnt_1014532,1
Apcnt_1014536,1
Apcnt_1014544,1
Apcnt_1014548,1
Apcnt_1014556,1
Apcnt_1014584,1
Apcnt_1014592,1
Apcnt_1014596,1
Apcnt_1014604,1
Apcnt_1014632,1
Apcnt_1014636,1
Apcnt_1014640,1
Apcnt_1014648,1
Apcnt_1014668,1
Apcnt_1014676,1
Apcnt_1014696,1
Apcnt_1014704,1
Apcnt_1014712,1
Apcnt_1014728,1
Apcnt_1014744,1
Apcnt_1014756,1
Apcnt_1014768,1
Apcnt_1014776,1
Apcnt_1014800,1
Apcnt_1014816,1
Apcnt_1014820,1
Apcnt_1014828,1
Apcnt_1014832,1
Apcnt_1014840,1
Apcnt_1014844,1
Apcnt_1014848,1
Apcnt_1014872,1
Apcnt_1014888,1
Apcnt_1014896,1
Apcnt_1014920,1
Apcnt_1014924,1
Apcnt_1014932,1
Apcnt_1014952,1
Apcnt_1014960,1
Apcnt_1014988,1
Apcnt_1014992,1
Apcnt_1015016,1
Apcnt_1015024,1
Apcnt_1015036,1
Apcnt_1015076,1
Apcnt_1015096,1
Apcnt_1015100,1
Apcnt_1015104,1
Apcnt_1015108,1
Apcnt_1015116,1
Apcnt_1015124,1
Apcnt_1015132,1
Apcnt_1015144,1
Apcnt_1015148,1
Apcnt_1015156,1
Apcnt_1015172,1
Apcnt_1015184,1
Apcnt_1015192,1
Apcnt_1015196,1
Apcnt_1015200,1
Apcnt_1015220,1
Apcnt_1015244,1
Apcnt_1015268,1
Apcnt_1015276,1
Apcnt_1015280,1
Apcnt_1015284,1
Apcnt_1015288,1
Apcnt_1015292,1
Apcnt_1015312,1
Apcnt_1015324,1
Apcnt_1015340,1
Apcnt_1015348,1
Apcnt_1015372,1
Apcnt_1015396,1
Apcnt_1015416,1
Apcnt_1015436,1
Apcnt_1015456,1
Apcnt_1015468,1
Apcnt_1015476,1
Apcnt_1015484,1
Apcnt_1015492,1
Apcnt_1015496,1
Apcnt_1015500,1
Apcnt_1015504,1
Apcnt_1015512,1
Apcnt_1015528,1
Apcnt_1015532,1
Apcnt_1015536,1
Apcnt_1015560,1
Apcnt_1015564,1
Apcnt_1015572,1
Apcnt_1015584,1
Apcnt_1015588,1
Apcnt_1015592,1
Apcnt_1015600,1
Apcnt_1015604,1
Apcnt_1015608,1
Apcnt_1015612,1
Apcnt_1015620,1
Apcnt_1015628,1
Apcnt_1015644,1
